kalimat,status
ohhh aaah aaah ahh iiih eeeh oh uuuh eeeh uhhh ooh uuh ahh ehhh ohhh ahh aah ohhh ohh uuh uuh eeh ah eeh iiih uuh uh ahhh uhh eeeh,2
iih ehhh ehh ooh iih ohh ohhh iiih ihhh uuh oooh ooh ehh eh ahh ihhh ihh iiih ehh ooh uuh uhh uuuh,2
oooh ihh uuh ahh iih ehhh ohh uhhh ooh uuh,2
ooh eh uhhh ihhh aaah ih ooh oh ihhh eeh ohhh eeeh uh uuh ahhh ehhh ohhh ihh ehh uhhh oh oh ohhh eh eeeh ehh eeeh,0
ooh ih oh iiih uhhh aah eeh iih ohhh eeeh ohhh oooh iiih eh ihh uhh ahhh ih ahhh uh uhh ihh,0
iih uuuh ooh eeeh aah uhhh uhh eh ehh eeh ehhh eeeh eeeh ihhh uhhh ahh uhhh oh,2
ah ahhh uhh ah uuuh iih ohh ihhh eh ah uuh iih aah uh uuh ehhh aah ahhh uhh ohh,2
ihh ohhh ohhh ihhh eeh ohhh ahhh ohhh ehhh,0
ihh uuuh uuh ihhh uhh eeeh ehhh uuh ahhh uuuh ih ehh ohh eeh uhhh ahh ah ah aah iih eeeh ooh ah oooh eh ah aaah ehh uuuh ehh,0
eeeh ehhh uh ihhh ahh uhh ah ehhh ihh uh uuh ehh ooh ehh ih ah eeh eh ooh oooh oooh eh eeeh ahhh ooh uuuh iiih ooh uuuh ohh,2
eeeh ahhh ahhh aah ahhh ehhh ehh uhh ihh ehh ehhh iiih aah eh uh uuh eeh uhh iiih ih iiih oooh ah ahhh,2
eeh ahhh uh ah iih ah aaah ooh aaah ahhh ihh,0
ih ahh ahhh aah ahh iih ahhh,2
uh aaah ih uuuh eeeh ehhh iih iih oooh ooh ahhh uuh ehh ohh,0
ohhh ahh iih iiih ehh ehh eh ahhh iih ooh eeh uuuh,0
ooh aah uh ihhh uh ehhh ehh ehh ahhh ohhh ooh uuuh ehhh aaah ahhh uuuh aah iih ohhh ohhh,0
ih uh iiih ihh iiih uuh iiih uh uhh ahhh uuh uhhh oooh ihh ehhh ih ahh iih ihh uh oooh,1
uhhh uuuh ihhh uhhh eh ahhh ooh ahhh ehh aaah aah eeeh oooh,0
oooh eeeh aah ih uhh ahhh ihh aah uh ohhh ehh oh uuh ohhh ahhh iiih oh iiih ooh uhhh ahhh aah ohhh ohh eeeh,1
ooh uhhh ehhh ahhh aaah ohh ih uhhh aaah uhhh ehhh ih ihh ohh eeh eh ah eeh aah iih eeeh,1
uhhh eh uh iiih ohhh ohh ih oh iiih ohh ooh uuuh ih aah ahhh ohh iiih oooh ah uhh,2
eeeh oooh uuh aah ehhh ehhh uhh uh ooh uhhh ahh uhh iiih eeh ih ahhh ihh ahhh oooh ehhh ehh ihhh ehh oooh eeh eeeh ehhh aah oooh ahhh,2
eeeh ehh aaah uhhh oh ehh,0
uh ihh aaah ihhh ahhh uuuh uh ahh ihhh oooh ahh uhh eeh ehh iiih aah ihh uh ohhh,0
ih ooh eeeh aah ehhh uhhh eeeh ehhh ahh iih,2
aah ohh ohhh uh ihh ohh oooh uhhh aaah aaah aaah uhhh iih oh uuh ihh uuuh ehhh ohhh uh ahh,0
uuh uhhh ah eeeh ohhh ohhh aaah eeh uuuh ah eeh eeeh ooh ohh,0
eeh iiih uuh uuh ahhh,2
ahh eeh oh ehhh uuh ehhh eh ohhh ahh aah iiih ohhh eeeh ooh eeeh uhhh,2
ah ih uhh ah eeeh eh aah iih ahh aaah oooh uhh iiih eeh ohh aaah ihh iih ahh ehh aaah ehh iiih eeh eeh eeeh aah ehhh ahhh ihhh,1
ooh ehh ooh oooh eeeh ohh uuh ih eh oooh eh ahhh ahh ohh,2
eeh uh eh ooh ohhh uuuh eeh uh aah eh ih iiih oh ohh iih eh uh oooh,0
uh ahhh eh ahh eh iih oh ooh ooh oh ih,2
aah uh oooh ihhh uh ihh ihh aaah iiih uuh uuuh ih uhh eeeh,1
eh ihh oooh aaah iiih ohhh uhh eeh oooh ah ihhh uhhh,0
iiih ehh ehhh ahhh ooh iiih uuuh ih ehhh ooh eeeh eh uhhh ihhh,2
ahhh ahhh ah ih iiih iih ihh ah ahh ehhh,0
ihhh uhhh uh ehh uhhh aaah eeh uhhh ahh ahhh uhh aah iih ohhh eeeh iiih ohh iiih aaah,0
uuh ehhh uhhh ooh ih iih eh aah uuuh uhhh aaah uuh aah uuh uhh oooh eeeh oh ih iih uhh ahhh ah eh ih oooh uhh ih,2
uh ih uhh ah ehhh ohh uh uuh ah ooh uuh ooh eeh ihh eeh aah aah ah oh eeh uhh ihhh ehhh,2
aaah ehhh eh uhhh eh eeeh eh oooh ehhh ehh ohhh ahhh iiih oooh uh eeh ohhh oh ohh ohhh ehh ooh oooh eeh uhh uhhh eeeh aaah ahhh,0
uhh eeh ohh ahhh ooh eh ih uh ohhh ahh uhh ihhh uh ahhh ihhh ooh ehh ohh ohh ahh oooh uuh iiih uhhh ahh aaah uh,2
ehh ah ooh eeh uh ih uh ehhh ehh ohhh uh eh iih iih ihh ehhh oooh uh ahhh ehh oh oh ihh ohhh uuuh ahhh uh,0
uuuh ihhh ihhh ah eeh ehh oooh oh ih iiih ehh ooh iiih ooh ahhh ohh uuuh ahh iiih ahhh eh iiih uuh iih uuuh eh,2
ohh eeh ehhh ihhh ehhh ihhh ehhh eeeh ehhh iih ih ohh eeh uuuh,2
oooh ahh uuuh ehhh eeeh ihhh eh ooh uuuh iih eeh ih eeeh,2
eeeh oooh ehh uh ahhh iih,0
aah eeeh eeeh aah ohh uhh uuh aah aah iih uuuh aaah ehhh ih iiih oooh aaah aah eeh iih ehhh ohh eeh ih,2
eeeh ah ehh iih uh aaah ehh oooh oooh iih uhh eh eeeh ah eeh ooh ihhh ooh ehh uhh ihhh,0
ehh ooh ahhh ohhh iih eeh eh uuh ihh eeh ihhh ooh uh ohhh uuh aaah ihhh uhhh,0
uhhh uhh oh ehhh ooh uuh uuuh iih ohh ahh uuh ehh uuuh uhh ooh,2
uuuh uuh iih uuuh eh uh ehh uh aaah ooh ah aaah ahhh ooh ooh uhhh eh,0
ehhh ihh uuuh aaah eh oh eeeh ahhh uhh aaah iih eh ihh aaah,0
uhhh iiih oh ahhh iiih eeeh aah eeh ah ohh uh oh iih iih uuuh ehhh ihhh ahh ihh ihhh ihh ehhh oh eh ihh ehhh eh eeeh aah,2
oh ahh ahh ohhh eeh oooh ehhh,1
iiih ih uhhh uuh ihh iih aaah oh aah ah ooh eeeh iiih iih uuuh eh ihh iiih uhh eh uuuh oooh uuh eh,2
oh ah ah iiih uuh ooh ahh iih ehhh iiih eh uuuh uhh ah eh aaah ohhh ohh ih ihhh,2
ahhh ooh ah ah ah aaah aah uhhh ihh eeeh ohhh uhh uuh oooh uuuh eeeh uhh ehh eh ohh ohhh ih,0
uhh ahh oooh ihh ohhh eeh ohh ehhh eeh uuh ih oooh iih iih eeh uh ehhh oooh uh uuh ahhh,0
iih iiih aah iiih iih uhh ohhh ohhh uhh aaah iih uhh eeeh ihh ihhh ah iiih eeh ehh ah ohhh ihhh ihh ah ooh ahh ehh,0
iiih ihhh uh ih ohhh uh ohhh,1
ahhh ehh ehh iih oh eeh ohh ahh eh aaah ihh uhh oh aaah iih ih ahh uhhh ehh,0
ooh ohh aah uh oooh ihhh ih,2
iih ahhh aah ehh ihh iih uhh ahhh,0
oh aaah iiih ah aaah eeh uhhh ehhh ohhh eh ohh iih eh eeeh ihhh ah ehhh ehh ihhh uhh ehh ihhh oh ihhh ahhh uuh eeeh ooh iih eeh,1
uhh ehh ih aah uuuh oooh ohh ah ehh iiih ih ohhh oooh ih iih uh ohhh ehh aaah uhh eeh uhh,0
oooh iiih eeeh ehhh ihh eeeh ehhh ih ohh aah aah uhhh ahh uhhh eh ahh iiih aah ahh aaah ah aaah ahhh ahh ah uh,2
ih ih iiih iih aaah oh ohh ih,2
ahhh ooh oooh uhh iih uuh ah eh uhhh uuh uuh eeh ihhh ohh uhhh aah ahhh aah ohh ahh oooh ahhh,2
ihhh ih oooh ahh ehhh ahh oooh ohh ooh aaah ooh uuh oh ooh oooh,2
iih uh oooh oh uhhh ah iiih ehh iih ihhh,0
ihhh iih ihhh ehh uhhh eeeh ihhh uhhh oooh ihhh uuh aaah uuh,2
oooh eeh uhh ahh uuuh iiih iiih ohhh,1
oooh uh ooh iiih eh ooh uuh oooh ah uuh eeh uh ohhh ooh ihh eh uuuh oh aah oh uhhh uhhh ih,0
eh ihhh uuuh eh ohhh ohhh eeh ih eeh eeeh ehhh uhh ehhh iiih ihhh ohh,2
ih ih ah aah iiih ohhh iiih iiih,2
ehhh ahh uhhh uh ihhh ohh uuuh iih,1
oooh ohh uuh ahh ahhh ehh iiih oh ehh ahh uuuh,1
ohhh ohhh ah ehh uuuh oooh eeeh oooh uhh uhh ehhh uh oooh eeh ihhh oh ohhh eeeh,0
ooh iiih uhh uhhh ah ehh ehh aah ohh eh ahh ah ihhh ohhh iiih aah ah eeeh iih ahh ih ohh eeeh ah ahh uhh,2
aah aaah ehh uh uhh ehhh oooh,1
uhh uhh oh aah ihhh eh ehhh,2
eeh oh ehhh ih aaah ehh ihhh uhh ihh ohhh ahhh ooh ooh uhhh uh uh oh aaah uh iiih uuuh ehhh eeeh ehhh ehhh oooh,0
ahhh aaah aah uuuh aah,1
uuh uhhh eh ah uhhh ehhh ehhh ehhh ih aah ehh oh ooh ohhh ahhh,2
uh ahhh ahh ooh oooh ihh uhh iih ohhh uh eeeh aah aah eeeh oooh uhhh uh uuh ahhh uuuh ohh ihhh aah iih eh eeeh,1
eh oooh oooh ehh aah uhh uuh ehh aaah aaah eh uhhh ahh ahhh oooh iiih ahhh ihhh oh ihhh ihhh aah uhhh iih,0
aah ah ah oh uhhh oooh iiih aah aah eeeh,1
iih aah eeh ahhh aah uh ahhh ooh ihh ih oh oooh eeeh ih ohhh ihh aah oooh ohhh eeeh eeeh iiih eh ehhh uh oh ehhh,1
ahh ih ahh eeh eeh uuuh ihh aah eeh uhh ohh iih ehh ih ah,1
uh aaah eh uuh iiih iiih ehh eh ehh ehhh uh ahh aaah uuuh ihhh iiih ahhh ihhh iih aaah ehhh,2
eh ahhh ooh eeeh ahhh uhhh ihhh uuh eeeh uhhh,2
iih eeeh eeeh ahhh eeeh eeh iiih uuuh ahhh ooh aaah eeh uuh ah ah ahhh uh eeeh,0
iiih ooh ih oh eeeh ohhh ahh oh uhhh uhhh uh oh aaah iih eh ihh aah oh uhhh ooh ahh uhhh ehh oooh eh,0
oooh uhhh uuuh ehh uuh ahhh ihh ihhh ooh iih aah ah ihh,0
iiih uhhh iiih iiih iiih eeeh ehh ohh uuuh ahh iiih ahhh ehhh ihh ahhh,2
ooh ihhh ooh uhh uh ihhh eeeh oh ahhh ohh ihhh ahh uuuh uuuh ihh iiih uhhh iih ahhh ahhh ih ohhh ih ohh uhh uuuh,2
uh ehh uuuh iih uuuh eeeh ohh ihh eh ooh iiih eh ehhh iih ihhh ooh iih ihhh eh ahhh eh ohhh ihhh eeeh uh ihhh uhh,2
oh oooh eh ah uuh,1
uhh uhh ohh oooh ohhh,2
uhh uh ahh ehhh uhhh ehh oooh ohh ahh iiih aaah oh aah uuuh,1
ahhh uuh ohh oh uh ehh ooh ooh ah ahhh aah ohh ih ehhh uh aah uuuh uhhh iih aaah uhhh ehh uh ih iih ah aah ih ahh uh,0
iih eh uhh aaah aah oh iiih uhhh eeeh iiih ohh ohh ihh ah uh iiih ah uhh oooh ooh uuuh ohh,2
ahhh ahhh iih ihhh ahh,1
ohhh aaah aah eh ooh ehh ohh iiih ahhh iiih oooh ohh,2
oooh ahhh eeeh uhh iiih iih uhhh iiih aah oh uuuh uhh ooh oooh ah aah ahhh aaah uuh ehh ohhh uhhh ihhh,0
iih uhh iih ahhh uhhh ihhh uhhh uhhh uh eeh eh eh uuuh oooh uhh ihhh aaah oh,0
ohhh ooh oooh ah ehh eh eh ohh aah ah eh oh oooh uhh eh ooh uuuh oooh uuh uh uuh,2
ihh ehhh ooh uhh ihhh eeh uh ehhh eeh uuuh eeeh aah eh oooh iih ihhh iiih uuuh ihhh eh,2
oooh uuh ohhh ooh uh ohh ahh eh ahh uuuh ahh eeh ihh ooh,2
eeeh uhhh ihhh ohhh ohh iih ih iih ohhh oh ihh ehhh iih oh uuuh uuuh iiih iiih ihhh iiih ohhh uhh ooh ahhh ohh uuuh oooh,0
ehh aah ehh uh aah ihh ehh oooh eh aaah ohh,0
ooh iiih eh aah ehh oooh uuuh ihhh ih,2
aah uh ohhh uuh uuh uuuh ohhh ahhh aaah eh uh,0
oooh uuh eeeh ooh iih ohh ohhh aah eh ihhh ohh ah ehhh ahh ehh aaah ooh ooh oooh eeh ah uhh ahhh ah eeeh ahhh ohh ahhh eeh aah,2
ahhh ooh uhh uh oh ah uuh ih iih ih ihhh ihhh ahhh ehhh,2
ah uh ohh uh ah ooh aah ohhh ah uuh ih ah aaah oh ohh ihhh eeh iiih ih iiih ehhh eeh eeeh uuuh aaah uuuh ehh uuh,0
eh aaah iih ihhh ehhh uhhh iiih iih ooh uuh uuuh eh uhhh ah ihh uuh ahhh ih,1
ihhh eeeh ahh aah ohh ohh eh ihh ahhh,2
ih eeeh uh ahhh ahhh ihh aaah oh ah,0
aah ehhh ihhh eh eh aah,2
uh ohh ohh oh eeeh eeeh oh ooh eeh ehhh aaah oh eh ahhh oh oh aaah ehh ahh eh ohhh,0
ahhh aaah ah eeeh uh oooh oh ahhh ohh eeeh aah ahhh iih ih ohh,0
ihh ahh ih ehhh uuuh uh eeeh oh ohhh ihh,0
uhh ih iiih ih uuuh ihh eeeh ahh eh uuh iiih oooh,2
oooh uh uuuh ihh aah uhhh ehhh ihh ahhh uhhh ehh ahhh eh ooh ehhh ahh oh uhh eeh ahh iih uuh ahhh uhh iih aah iih,0
uuuh uhh ohhh eh ah ah ehhh ahhh uuh ohhh ihhh uh eeh aaah aaah iiih oooh aah,0
eeh ihh ahh eh ohh iih uuuh ohhh oh ihhh aaah ahhh ahhh,0
eh uhhh ihhh ohh iih uuh ehh ah uuh uuh ehhh iiih ihh uhhh ih uhh uhh eh uh ooh ehh ah ih eh uhh oooh uuuh ooh ihh,2
ahh ehhh aaah ah ah oooh ih aaah ihh eeeh iiih uuh ohh iiih eeeh iih ahhh,2
iih uuh ahhh ihh uh uuh ehh eh uhhh uuuh,0
ehhh uuuh eeeh eeh uuh ih ihh ih aah aah eeh ehh ehhh eeh ooh ih uhhh iiih uhh iih ahh oooh uhh,2
uuuh uuh ehh aah uhh ihhh ihh ih ahh aah iiih eeeh ahhh iih ahh iih uuuh ihhh,2
ahh uhh iiih aaah ihhh ahhh oooh uhhh eeeh uh ah ah eeh uh ooh ih uuh eeh uh,0
ooh ehhh ohhh oh uhh aaah eeh ehhh ohh ehh ehhh ahh ahh ahh ihhh ehhh ihh uh,2
ehhh ahh ohhh ahhh ihhh aah uuh ah ooh ihh ehhh aah iiih oooh ohhh ihh,2
uhhh ihh ah ohhh oh oooh aaah ihhh ihh ehh ohh oooh ih ihh,0
ohh uuh ohhh uhh ooh ahhh ahh ohhh iih oooh uuh oooh uuuh ihh ahh ahhh uuuh uuuh iih aaah uhhh uuh ahh ohh oh ehhh iiih uuuh oooh,0
ehh aaah uhhh ihhh iih eh eeh iih eeh iiih ihhh ihhh ooh ihhh ahh iih,1
ehhh ehhh uhhh ahh ih uhh ehh iiih aah uhh eeh ooh ih uh,2
iih ohh ahhh oh uh ehh uh uhh iih eeeh ihhh ehh eh iiih oooh uhhh eeeh uhhh ahh ohhh,0
ohhh ahh eeeh uhhh ahh aah,2
ihhh ehhh ahhh ehh aah uuuh aaah eeeh ehh ohhh aah aah ehhh oh ehhh,2
ah ihh uuuh ah ahhh uhhh uhhh ehhh,0
uuuh ah uhh eeh uhhh uuh ihh uhhh uh ihhh,0
ahhh aah eeeh uuuh ih ehhh eh ih ahh uhhh,2
uuuh ehhh ehhh uuuh iih ehhh ehhh uuuh uh oh ah uh aaah uhhh ihh eeh ahh uuuh oooh ah ooh uhh ohhh eeeh ih ooh oh oh,0
ooh uuuh eh iiih ihhh iih ehh uuh ehhh oooh uh eeh ooh ehhh eh uuh ehh iiih uhhh eeeh ihhh ahhh iiih uhhh oooh oh ih oh ohh iih,2
uhhh uhhh ihh oooh oh ih uh uuuh ooh eh aaah ohhh ohhh uhh ooh uuuh ihhh ohh uh ehh uuuh,0
aah aaah ih ohhh uuuh iih ohhh eh ehhh uhh iih uh ehh uhh ihhh ooh eh,2
ihh ooh ah eh ehh ah ahhh eeeh ohhh oooh ahh uuuh oh ahh ih ahhh uhh ehhh oh uuh iih ohhh uhhh oh oooh ooh ohhh uhh oooh ooh,0
ihhh iih ohh ohhh ah,1
ahh iiih uuuh uuh uhh ahhh uh uuh aaah oh eeh oooh ahh uhh ehh ahhh ehhh ahh ahhh ooh aah oooh ahh ehhh uhh aah ahh ah ehhh ahhh,2
uh ihhh ohhh oh ohh ooh ah ohhh ohh ihh ihh iiih eeh ooh oh uhhh aah ohhh oh ohh uh ohh ihh ehhh ehhh oh ehh ahh ahhh,0
iiih ehhh ooh ih uuuh uhh ah ihh eeeh eeeh ehh uh uuuh uhh oh uh eh aaah eh ehhh ohh eeeh,2
uuuh uuuh ooh eh ahh uhh aah ahh uuuh aaah ahhh uhhh ahh ooh uuuh ih aah ehh ohh oh oooh uh ooh ohh eh,2
ooh uuh iih ahh ehhh uuh ehh uuuh,2
aah ohhh eeh eh ah ooh oooh ah ohh oh uuh uhhh aaah ehhh ohh uuh ihhh,2
aaah aah ih ehhh eeh,2
ohh aaah ahhh aah ihhh iiih ehh uuh aah uhhh oh,2
ooh ahhh oooh ih iiih ah ihh uhhh oooh eeh ehhh ah uuh uuh ehhh uhh ahh uhh iiih iiih uuuh uhh eeeh iih eh ih,2
oh uhhh ahh iiih oooh oooh ahhh uhh ohhh ihh iih ah aah iiih oh eeh ehhh aah oh ihhh,0
aah uuuh uhh ahhh oh uuh ihhh ahhh eeeh aah eeeh eh eeh ahh ahh uh ih uhhh ihh ehh uhh oh uhhh ohhh,1
ooh ih ohhh ihhh ah ehh ohh ahh ehhh eeeh iiih ohhh uhhh iih ohh uhh uhh iih oh uhhh ihh ihh uhh ooh eeh ah ehhh ohhh uuuh oooh,0
ahh uhhh ohh eh ahh ahh eh uhhh uuuh ahh ih aah,2
uuh iiih iiih ooh ohh iih iih uhh uuh uhhh ahhh ehhh ahhh uh ohh ohhh,2
ahh uuh iiih eeeh ih ehhh ooh iiih,2
ihhh aaah ah ah uhhh ah,0
ah ooh ihh uhhh aah ehhh ohhh ehh uh ooh iiih uhhh iiih iiih oh uuh ah uhhh ooh,1
aah ahh oh ooh ah uuh ahhh ooh ihh uuuh aaah aaah ih eeh eeh oh ohhh ohhh uhhh ah ihh eeh ohh ah eeeh,0
ahh ahh uuh ehhh aah uhh uh ahhh ohh eeeh ohh ohh aaah uh aah oooh ehh iih ihhh ih ooh ih ahhh,2
aah iiih aah eh oh uhhh ah uhhh ehhh iih ehh iih ahhh ooh ahhh ooh uuh ahh ehh ehhh ehh uhhh uuh,1
ihh iiih ehhh oooh ih,2
ahh uh ihh aaah ahhh,0
ohh oh oooh uhh ahhh ahh ehh ih oooh eeeh ohh ohhh ah uuuh ehhh,1
oooh ahhh ah ohhh ahh ahhh ohh ohhh ehhh ahhh eeh eh,0
uhh ahhh uhhh eeh ooh eh ehh uuuh ihh oooh uuh iih ohhh ehhh oooh ah uhhh ehhh uuuh ah iiih ehh ihh iiih ohhh ah eh,0
uhh uh ihh oh oooh ohh ohh eeeh iih ihh uhhh oh ooh iih aaah uuh ihhh aaah uh ihh ihh ah ohhh,0
uhhh eeeh ooh ih eh uh aaah aaah uhh ihh ihh uhh uhh aaah ahhh ooh ahhh iih aaah eh eh ehh uh ahh,0
iiih uhhh iiih oh ahh ohh ehhh,2
ah uhh uhhh uhhh iih iih ohh uhh uhhh uuh ih ohhh uuh ahhh iiih ahh ehh uhh,1
ohh eh ihhh eeeh eeh ihh ehh aah eeeh eeh ehhh eh uuh oh iiih ehhh,2
ihh eeh eh eh ihh uuuh uuh ih uhh oh uuh iih uhhh eeh ihh ih ahh eeeh eeh eeh oh,0
aah ohhh uh ihhh uuuh uh oh ooh aah ihh oh ah uhh,0
uuh eh ehh ohh uh uuh eeh ih iiih oooh ohhh uuuh eeeh oooh ohhh ihh iiih ihhh ahhh,1
ohhh oooh uhhh ah ehhh ohh ahhh eeh uhh eeh ehh oooh uhh aah ah iih eh oh iiih ahh eh ehhh ahh eh uh aah ah ah ooh,1
uhh eh uhh eeh ahhh oooh uhhh ihh ih ohh uuh ihh ohhh uh uhh iih uhhh iih ohh ooh ooh ahh,1
uuh uhhh oh iih ahh oooh oh ahhh eh ehhh ahhh ehhh ahh iih ooh ehhh oh uuuh ih uhh ahhh ih ehhh ehh ehh uhh uuuh,1
ohh oooh aah uhh ihh ohh ohh iiih iiih ihh aah ehhh uuh ahhh iih aah ih ihhh ooh ehh ihh aaah eeeh uhhh oh eeeh oooh ohh eeeh,2
uhh uuh iiih ah iiih iiih eh ih oooh uuuh aah ihhh eh ih iih eeh eh,2
iiih ohh ooh ooh ehhh uuh oh eh oh eh eh uhh ohh ehhh ehhh uhh uhhh uhhh ah uhh,2
uh ohh uhh uuh oh ahhh aaah ihhh ihhh ihh ahh uhh iiih,2
ah ihh uuh eeh ah aaah ohhh uuh uhhh ah eh ihh ahh aaah aaah uhhh uh uhhh uhhh,0
iiih iiih ahhh oooh ihh ahh ahh aaah ih uuuh ahhh ehhh ah ah uuh aaah aah iih uuh,1
ah ahh eh eh eh ihh iih ihhh iiih eeeh ooh iih ihhh uhh oooh ohhh eeeh ehh uuh ih ohhh,2
ih ohh ihhh ih uuuh ahhh oooh ah ohhh oh ohhh ooh iih ehh uhh oh uuh oooh ehh ehhh ahhh,0
iiih ohh uhh ahhh ahhh uhh ohh aah aaah,2
ohhh oooh iiih ihhh aaah ihh eeh aaah ohhh ooh oh ah ihhh ihh ihhh ahhh ahh uhh ehh ahh ohh oh ooh eeh uuuh,0
uhhh ah eeh ihh ahhh iiih eh uhh ehhh iih ooh ahhh iiih uuuh ehhh ihh ahh oh ehhh ihhh oh oh ihh uuh ehhh,1
ahhh ih oh ahh uuuh eh ahh ahh ohhh uh ah aaah ih ehh ahh ehhh ihhh uh ihhh,2
iih oh ohh uhhh uh ooh ehhh ehhh eh ohhh eeh uuuh uuuh ahhh oh eeh aah eeeh,0
eeeh ohh eeeh ahhh eeh ihh aaah uhhh ah ah iih uuh ooh ehh aah uuuh ahhh uh ih,0
ihhh oooh oooh eeeh eeeh eeeh ohhh ih uuh eeh ahhh ehhh ooh ohh ohhh ohh aaah,2
ahhh ehh eeeh ihh uhh ahhh eeh uuuh aaah ooh ooh uuh eeeh ehhh aaah uhh ih ihhh uhh ihhh ahhh,2
uhhh uuh uhh uuuh uuh aah ahh iih uuh uuuh uh uuuh oh ahhh uh uuuh eh uuuh,0
iiih ooh aaah uuh uuuh uhh uuh ehhh oh iiih uuh uhhh ooh ih ahhh eeeh,2
uuuh aah iiih ohhh eh uh ohhh ihh,0
ahhh eeh ehhh ehh iih ehh ah aaah eh ohh uh ih iih uuuh uuh aaah eh ohh,0
ehhh uhh ohhh ihhh uuuh ihhh ihh ah ahh ih uuh ohhh uh eeh,1
ohhh ahhh ah ehhh eh aaah ehhh eeh eeh ih aah,1
iiih oh aaah uh ihh eeh ah aaah ohhh ohhh uuh ahh ooh iih ehhh ehhh eeh uuh uhh uuh ihh iih iih ah aaah uhh oh,0
eeh eeeh uh uuh uuh ah ooh iiih ehhh eeh oooh ooh,2
ehhh uh ehh ehhh ihh oh uh ohhh ahhh ohh aaah ooh eh uuh ohh ihh ahhh eh ohh iiih ohh ahh oooh,2
aah eh oooh ihhh uhh oooh ahhh ih uhh ah uhhh aah eeh ohhh ehhh uh uhh eeh ihh aah ah uhhh,0
ehh uhhh ih uuh ehhh oooh oh ohh uhh ahh ihhh uuh,2
aaah iiih ah ihhh eeh aah aah uh uhhh uuh ehh aah,1
ehhh ooh ihh ahh uh ehhh ih oh ehh ahh ih iiih ihhh aah ahhh ah uhh eeh uuh,2
ohh aah iiih iiih ahhh ahhh ah ih uuuh,2
ooh ohhh uhh eeh eeeh,2
ooh ah uuh ih uh iih ihhh eh uuuh eh iih uuuh eeh uuh ohh,2
ihh eh ih ihh ah iiih ihh ehh ahhh uh eh eh eeh uhhh eh,0
uhh eeh iiih eh ehh ohh iih oooh ih uuuh ooh uuuh aah uuuh ihh aah uuuh ah aaah,0
ahh uuuh uuuh eh aaah uh uuh iiih ahhh uuuh ih aah ohh oooh ohh ahh ihhh uhhh ah ih ohhh ah uuh,2
aaah ohhh ohh uh oh ahhh ahh uhh uhhh ihhh ohh ohhh uuh eeeh aah oh ohh eeh iih ihhh oooh,1
uhh ehhh ahhh uuh iih ooh ohh aaah aah ahhh iiih oooh,2
ehhh ahh uh iiih ohh ah ih ihhh uuuh eeeh ehh ihhh aaah,2
aah ih eeeh uhhh uuuh ah ehh uhh ihhh aah uuh iih ooh eeh ohh aah uhhh iih ah ih uhh uh uuh,2
eh iiih eeeh ihhh ah oh ohh eeeh ohh aaah oh uh oooh uuh aaah iih oh uhh ehh eh eeeh iiih eeh uhhh aah aaah,1
eeeh iiih ih oh uhh eeh ihhh ihhh iiih oooh eh uuuh eeeh ahh eeh oooh uuuh ah aah uhh ah aaah aaah iiih ooh uh,2
oooh iih aah uuh eeeh uhhh uh ehhh aaah ahhh ehhh eeh uhhh ooh ahhh uuuh uuh ahh ih ah eeeh eh ehhh uhhh,1
ehhh iih oh oh eeh aah uhhh ihhh uuuh oh iih eeeh uhhh uuuh iiih iiih aah iih uuh aaah ihhh uhhh ooh uh ihhh aah uhhh oooh,0
oooh ahhh aaah ohhh aah ih iiih ohhh ah ahhh oooh iih aaah oooh uuuh aah eeh iih uh eeh,0
eeh aaah aah ohh ehh uhhh ih uh ohhh oh ehhh ihhh uh ahhh ihh ahhh uuh eeeh aaah ehhh ahh uhhh,0
eeh oh aah ihh ehh ihhh ehhh ahhh iih aaah ihhh aaah iih oh ehhh ihhh,0
uh ah aah uhhh ehh iih ehh ahhh ooh uhh iih ihhh oooh eeh ah,0
uh ooh iih ahhh ooh uuh oh,1
aah uhh ah ihhh ehh ehh aah eh ohh ohhh eh ahhh eeh ahh ih oh ohh uhhh uuh ahh ahhh uuh uhhh ih oooh uuh ohhh,2
ih eeeh ehhh ohh ohh ohh ahh aah aah ihh oooh ehh ohh oooh ehh ahhh iiih eeeh eeh ohh ahhh oooh ehh iih,2
aaah ih iiih ohh aah uhhh ih eeh eh ohhh ohhh uhh,2
uhhh ohhh ohh ohh ohhh oooh oh ahh oooh uhh ohh,1
oooh eeeh ih uhh ehhh oh ihh oh ahh uuuh ooh uh ahh uhh ehhh eh ihh ohhh uhh iiih ehh,2
oooh ohhh ah ahhh ahhh oh uuh ehh uuh iih oooh ihhh ihhh ehh ihh,0
ahh eh uuuh ih eeh iih oh uuh ohh uuuh aaah,1
oh oooh uh ah uh ah uuuh uhhh oooh uhh eeh oh oooh uh ahh ohhh oh iih eh eh uhhh oh ihh ihh,0
ohhh eeh ohh iiih eeeh ih uuuh ih eeeh eh eh ehhh ihh uh uhhh ohhh ahh ah iiih iih ehh,2
uhhh oh oh iih uuuh ooh aah ehhh uuh ohh ah uuuh ooh eeh,0
eh ahhh ohhh uh aaah uhh,0
ehhh ehhh uuuh ohhh aaah iih ahhh ooh uuuh ah ooh iiih uuh uhhh ohh uuh oooh uuh ihh uuh ih ehh ehhh ohhh ehh ehhh aaah uuuh,0
oooh ih ehh uuh ah aaah aah ah oh ih,0
